Id_cliente,churn,genero,idoso,possui_parceiro,possui_dependentes,tempo_de_contato,servico_telefonico,varias_linhas_telefonicas,tipo_de_internet,seguraca_online,backup_online,protecao_de_dispositivo,suporte_tecnico,tv_por_streaming,filmes_por_streaming,tipo_de_contrato,fatura_digital,forma_de_pagamento,gasto_mensal,gasto_total,contas_diarias
1722-LDZJS,No,Masculino,No,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,No,Cartão de crédito (automático),20.2,1068.15,0.6717924528301887
1723-HKXJQ,Yes,Masculino,No,No,No,42,Yes,Yes,Fibra óptica,No,Yes,No,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,101.75,4273.45,3.391626984126984
1724-BQUHA,Yes,Masculino,Yes,No,No,5,Yes,No,Fibra óptica,No,No,No,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,89.5,477.7,3.1846666666666668
1724-IQWNM,No,Masculino,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,Cheque enviado,19.3,19.3,0.6433333333333333
1725-IQNIY,Yes,Masculino,No,Yes,No,54,Yes,No,Fibra óptica,Yes,Yes,Yes,Yes,Yes,Yes,Dois anos,No,Transferência bancária (automática),109.75,6110.2,3.771728395061728
1725-MIMXW,Yes,Masculino,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,Cheque enviado,19.45,19.45,0.6483333333333333
1728-BQDMA,No,Feminino,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,No,Cheque eletrônico,44.45,82.7,1.3783333333333334
1728-CXQBE,No,Masculino,Yes,Yes,No,64,Yes,Yes,Fibra óptica,No,Yes,Yes,No,No,Yes,Mês a mês,Yes,Cheque eletrônico,94.25,6081.4,3.167395833333333
1729-VLAZJ,No,Feminino,No,No,Yes,10,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Um ano,No,Cheque enviado,40.25,411.45,1.3715
1730-VFMWO,No,Feminino,No,Yes,No,34,Yes,No,DSL,No,No,No,Yes,No,No,Mês a mês,No,Transferência bancária (automática),50.2,1815.3,1.779705882352941
1730-ZMAME,No,Feminino,Yes,No,No,32,Yes,No,Fibra óptica,No,No,No,No,No,Yes,Mês a mês,Yes,Cheque eletrônico,79.5,2665.0,2.7760416666666665
1731-TVIUK,Yes,Feminino,No,No,No,4,Yes,Yes,Fibra óptica,No,Yes,No,Yes,No,Yes,Mês a mês,Yes,Cheque eletrônico,93.5,362.2,3.018333333333333
1732-FEKLD,No,Feminino,No,No,No,54,Yes,Yes,Fibra óptica,No,Yes,Yes,No,Yes,No,Um ano,Yes,Transferência bancária (automática),94.75,5121.75,3.161574074074074
1732-VHUBQ,Yes,Feminino,Yes,Yes,Yes,47,Yes,No,Fibra óptica,No,No,No,No,No,No,Mês a mês,No,Transferência bancária (automática),70.55,3309.25,2.346985815602837
1734-ZMNTZ,No,Feminino,No,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cheque enviado,25.0,300.7,0.9112121212121211
1735-XMJVH,No,Masculino,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,Cheque enviado,19.35,152.6,0.6358333333333334
1740-CSDJP,Yes,Masculino,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Mês a mês,Yes,Transferência bancária (automática),35.25,35.25,1.175
1741-WTPON,No,Masculino,No,Yes,Yes,56,Yes,Yes,Fibra óptica,Yes,Yes,Yes,Yes,Yes,Yes,Dois anos,No,Cheque enviado,115.85,6567.9,3.9094642857142854
1744-JHKYS,No,Feminino,No,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque eletrônico,24.7,780.2,0.7649019607843137
1746-TGTWV,No,Masculino,No,Yes,No,1,Yes,No,Fibra óptica,No,No,Yes,No,No,No,Mês a mês,No,Cartão de crédito (automático),75.35,75.35,2.5116666666666663
1750-CSKKM,Yes,Masculino,No,No,Yes,9,Yes,No,DSL,No,No,No,No,Yes,No,Mês a mês,No,Cheque eletrônico,55.35,449.75,1.6657407407407407
1751-NCDLI,No,Masculino,Yes,Yes,No,46,Yes,Yes,Fibra óptica,No,No,Yes,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,98.85,4564.9,3.3078985507246372
1752-OZXFY,No,Masculino,No,Yes,No,60,Yes,No,DSL,Yes,No,No,No,Yes,No,Um ano,Yes,Cheque enviado,59.8,3561.15,1.9784166666666667
1754-GKYPY,No,Masculino,Yes,Yes,No,22,Yes,No,Fibra óptica,No,No,No,No,Yes,Yes,Mês a mês,Yes,Transferência bancária (automática),89.75,1938.9,2.937727272727273
1755-FZQEC,No,Masculino,No,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,No,Cheque enviado,19.9,791.15,0.6761965811965812
1755-RMCXH,No,Masculino,No,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,20.3,40.25,0.6708333333333333
1757-TCATG,No,Masculino,No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,No,Transferência bancária (automática),20.05,746.75,0.7111904761904762
1760-CAZHT,No,Masculino,No,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,20.8,460.2,0.6136
1761-AEZZR,Yes,Masculino,No,No,No,1,Yes,No,Fibra óptica,No,No,No,No,Yes,No,Mês a mês,Yes,Cheque eletrônico,79.55,79.55,2.6516666666666664
1763-KUAAW,No,Feminino,Yes,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,No,Transferência bancária (automática),20.35,369.6,0.6844444444444445
1763-WQFUK,No,Masculino,No,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Mês a mês,Yes,Cheque enviado,50.5,147.75,1.6416666666666666
1764-VUUMT,No,Masculino,No,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cartão de crédito (automático),19.95,1269.1,0.640959595959596
1766-GKNMI,No,Masculino,No,No,No,29,Yes,Yes,Fibra óptica,No,No,No,No,No,Yes,Mês a mês,Yes,Cheque eletrônico,84.9,2516.2,2.892183908045977
1767-CJKBA,No,Masculino,No,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cheque enviado,25.1,1697.7,0.8574242424242424
1767-TGTKO,No,Feminino,No,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,45.45,411.75,1.715625
1768-HNVGJ,No,Feminino,Yes,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Mês a mês,Yes,Cheque eletrônico,70.05,3062.45,2.2684814814814813
1768-ZAIFU,Yes,Feminino,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,25.2,25.2,0.84
1769-GRUIK,No,Feminino,No,No,No,18,Yes,No,Fibra óptica,No,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,71.1,1247.75,2.310648148148148
1771-OADNZ,Yes,Masculino,Yes,Yes,No,29,Yes,Yes,Fibra óptica,No,Yes,Yes,No,No,Yes,Mês a mês,Yes,Cheque eletrônico,95.9,2745.2,3.1554022988505745
1775-KWJKQ,No,Masculino,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois anos,No,Cartão de crédito (automático),89.85,6562.9,3.0383796296296293
1776-SPBWV,No,Feminino,No,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,Yes,Transferência bancária (automática),20.1,682.1,0.6687254901960784
1777-JYQPJ,No,Masculino,No,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Mês a mês,No,Cheque enviado,24.3,38.45,0.6408333333333334
1779-PWPMG,No,Feminino,Yes,Yes,No,72,Yes,Yes,Fibra óptica,Yes,Yes,Yes,Yes,Yes,Yes,Dois anos,Yes,Transferência bancária (automática),114.65,8333.95,3.8583101851851853
1784-BXEFA,No,Feminino,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,Cheque enviado,20.55,187.35,0.6244999999999999
1784-EZDKJ,No,Masculino,No,Yes,No,51,Yes,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Um ano,Yes,Transferência bancária (automática),106.8,5498.8,3.593986928104575
1785-BPHTP,No,Masculino,No,Yes,Yes,28,Yes,No,Fibra óptica,No,No,Yes,No,Yes,No,Mês a mês,No,Cheque eletrônico,85.45,2289.9,2.7260714285714287
1790-NESIO,No,Feminino,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,Yes,Cheque enviado,20.4,261.3,0.67
1791-PQHBB,No,Feminino,No,No,Yes,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Mês a mês,Yes,Cartão de crédito (automático),61.2,125.95,2.0991666666666666
1792-UXAFY,Yes,Feminino,Yes,No,No,17,Yes,No,Fibra óptica,No,Yes,Yes,No,Yes,No,Mês a mês,Yes,Cheque eletrônico,89.15,1496.9,2.9350980392156862
1794-HBQTJ,Yes,Feminino,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Mês a mês,Yes,Cartão de crédito (automático),48.6,48.6,1.62
1794-SWWKL,No,Masculino,No,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Mês a mês,Yes,Transferência bancária (automática),59.65,867.1,1.9268888888888889
1796-JANOW,No,Feminino,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,19.95,38.15,0.6358333333333334
1803-BGNBD,No,Feminino,No,No,No,12,Yes,No,DSL,No,Yes,No,Yes,No,No,Mês a mês,Yes,Cheque eletrônico,54.3,654.5,1.8180555555555555
1809-DMJHQ,Yes,Feminino,No,No,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,No,Cheque enviado,46.0,221.7,1.478
1810-BOHSY,No,Masculino,No,Yes,No,51,Yes,Yes,Fibra óptica,Yes,Yes,No,No,No,Yes,Um ano,Yes,Cartão de crédito (automático),96.4,4911.05,3.2098366013071895
1810-MVMAI,No,Masculino,No,Yes,Yes,30,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Mês a mês,No,Cheque eletrônico,67.6,2000.2,2.2224444444444447
1813-JLKWR,No,Feminino,No,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,No,Transferência bancária (automática),19.8,1336.65,0.696171875
1813-JYWTO,No,Feminino,No,Yes,No,72,Yes,Yes,Fibra óptica,Yes,No,No,No,No,No,Dois anos,No,Transferência bancária (automática),80.45,5737.6,2.6562962962962966
1814-DKOLC,No,Feminino,No,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,25.45,134.75,0.8983333333333333
1814-WFGVS,No,Masculino,No,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Dois anos,No,Cheque enviado,48.9,3527.0,1.6328703703703704
1816-FLZDK,No,Masculino,No,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,Mês a mês,No,Cheque enviado,29.15,29.15,0.9716666666666666
1818-ESQMW,No,Feminino,No,No,No,27,Yes,No,Fibra óptica,No,No,Yes,Yes,No,Yes,Mês a mês,Yes,Cheque eletrônico,89.2,2383.6,2.942716049382716
1820-DJFPH,No,Feminino,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,Yes,Transferência bancária (automática),24.05,1709.15,0.7912731481481482
1820-TQVEV,Yes,Masculino,No,No,No,1,Yes,No,Fibra óptica,No,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,69.55,69.55,2.3183333333333334
1821-BUCWY,No,Masculino,No,No,No,30,Yes,No,DSL,Yes,No,Yes,No,No,No,Dois anos,Yes,Cheque enviado,55.65,1653.85,1.837611111111111
1830-GGFNM,No,Masculino,No,Yes,Yes,65,Yes,Yes,Fibra óptica,Yes,Yes,Yes,Yes,No,No,Dois anos,No,Cartão de crédito (automático),94.55,6078.75,3.1173076923076923
1830-IPXVJ,No,Feminino,No,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cartão de crédito (automático),19.75,1311.6,0.7167213114754097
1832-PEUTS,No,Masculino,No,Yes,Yes,62,Yes,Yes,Fibra óptica,No,No,Yes,No,Yes,No,Dois anos,Yes,Cartão de crédito (automático),89.1,5411.65,2.9094892473118277
1833-TCXKK,No,Masculino,No,Yes,No,45,Yes,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Mês a mês,Yes,Transferência bancária (automática),107.75,4882.8,3.616888888888889
1833-VGRUM,Yes,Feminino,Yes,No,No,1,Yes,Yes,Fibra óptica,No,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,74.2,74.2,2.4733333333333336
1834-ABKHQ,No,Feminino,No,Yes,Yes,52,Yes,No,DSL,No,No,Yes,No,No,No,Um ano,Yes,Transferência bancária (automática),50.95,2610.65,1.6734935897435899
1834-WULEG,No,Masculino,No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,No,Cheque enviado,20.25,439.75,0.6107638888888889
1837-YQUCE,No,Feminino,No,No,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Dois anos,Yes,Transferência bancária (automática),58.35,4214.25,2.0067857142857144
1839-FBNFR,No,Feminino,No,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,Yes,Transferência bancária (automática),19.85,854.8,0.7305982905982905
1839-UMACK,No,Masculino,No,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,No,Cheque eletrônico,25.05,949.85,0.7538492063492064
1840-BIUOG,No,Masculino,No,No,No,20,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Um ano,Yes,Cheque eletrônico,68.7,1416.2,2.3603333333333336
1841-YSJGV,No,Masculino,No,Yes,No,72,Yes,Yes,Fibra óptica,Yes,Yes,No,Yes,Yes,Yes,Dois anos,Yes,Cartão de crédito (automático),109.95,7852.4,3.6353703703703704
1842-EZJMK,Yes,Masculino,No,Yes,Yes,50,Yes,Yes,Fibra óptica,No,Yes,No,Yes,Yes,Yes,Mês a mês,No,Cheque eletrônico,103.7,5071.05,3.3807
1843-TLSGD,No,Feminino,No,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cheque enviado,20.85,272.35,0.6983333333333334
1845-CSBRZ,No,Feminino,Yes,Yes,Yes,22,Yes,Yes,Fibra óptica,No,No,No,No,Yes,No,Mês a mês,No,Transferência bancária (automática),85.35,1961.6,2.972121212121212
1845-ZLLIG,No,Masculino,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Mês a mês,Yes,Cheque enviado,50.15,50.15,1.6716666666666666
1846-XWOQN,Yes,Feminino,Yes,No,No,1,Yes,No,Fibra óptica,No,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,70.15,70.15,2.3383333333333334
1848-LBZHY,No,Feminino,No,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Mês a mês,Yes,Transferência bancária (automática),50.3,355.1,1.690952380952381
1849-RJYIG,No,Feminino,No,No,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Mês a mês,Yes,Cheque eletrônico,60.0,487.75,2.0322916666666666
1850-AKQEP,No,Masculino,No,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,20.35,178.7,0.7445833333333333
1852-QSWCD,No,Masculino,No,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,Yes,Cheque enviado,24.8,1514.85,0.788984375
1852-XEMDW,No,Masculino,No,No,No,22,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Mês a mês,No,Cheque enviado,65.05,1427.55,2.1629545454545456
1853-ARAAQ,No,Feminino,No,No,No,26,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Mês a mês,Yes,Cartão de crédito (automático),50.35,1277.5,1.6378205128205128
1853-UDXBW,Yes,Masculino,No,Yes,Yes,1,Yes,No,Fibra óptica,No,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,70.0,70.0,2.3333333333333335
1855-AGAWH,No,Masculino,No,Yes,No,31,Yes,No,Fibra óptica,No,No,Yes,No,Yes,Yes,Um ano,Yes,Cheque eletrônico,93.8,2939.8,3.1610752688172044
1855-CFULU,No,Feminino,Yes,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,20.05,91.45,0.7620833333333333
1862-QRWPE,No,Feminino,No,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Transferência bancária (automática),20.65,1057.0,0.7340277777777777
1862-SKORY,Yes,Feminino,Yes,Yes,No,40,No,No phone service,DSL,No,Yes,No,No,Yes,No,Mês a mês,Yes,Cheque eletrônico,39.3,1637.4,1.3645
1866-DIOQZ,No,Feminino,No,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Um ano,No,Transferência bancária (automática),66.8,4689.15,2.2014788732394366
1866-NXPSP,No,Feminino,No,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Um ano,Yes,Cheque enviado,75.55,2680.15,2.4816203703703703
1866-OBPNR,No,Masculino,No,Yes,Yes,1,Yes,No,Fibra óptica,No,Yes,No,No,No,No,Mês a mês,No,Cartão de crédito (automático),74.6,74.6,2.4866666666666664
1866-RZZQS,Yes,Masculino,Yes,No,No,41,Yes,Yes,Fibra óptica,No,No,Yes,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,98.4,4187.75,3.4046747967479676
1866-ZSLJM,No,Masculino,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cartão de crédito (automático),20.5,402.85,0.6394444444444445
1867-BDVFH,Yes,Masculino,No,Yes,Yes,11,Yes,Yes,Fibra óptica,No,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,74.35,834.2,2.527878787878788
1867-TJHTS,No,Feminino,No,No,No,58,Yes,Yes,Fibra óptica,Yes,No,No,No,No,No,Mês a mês,Yes,Transferência bancária (automática),79.8,4526.85,2.601637931034483
1871-MOWRM,Yes,Masculino,No,Yes,No,12,Yes,No,Fibra óptica,Yes,No,No,Yes,No,No,Mês a mês,No,Transferência bancária (automática),80.85,866.45,2.4068055555555556
1872-EBWSC,No,Feminino,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,No,Cheque enviado,20.35,617.35,0.7095977011494253
1875-QIVME,Yes,Feminino,No,Yes,No,2,Yes,Yes,Fibra óptica,No,No,Yes,Yes,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,104.4,242.8,4.046666666666667
1877-HKBQX,No,Feminino,No,No,No,11,Yes,No,DSL,Yes,No,No,Yes,No,No,Um ano,Yes,Cheque enviado,54.6,617.85,1.8722727272727273
1891-FZYSA,Yes,Masculino,Yes,Yes,No,69,Yes,Yes,Fibra óptica,No,Yes,No,No,Yes,No,Mês a mês,Yes,Cheque eletrônico,89.95,6143.15,2.967705314009662
1891-QRQSA,No,Masculino,Yes,Yes,Yes,64,Yes,Yes,Fibra óptica,Yes,No,Yes,Yes,Yes,Yes,Dois anos,Yes,Transferência bancária (automática),111.6,7099.0,3.697395833333333
1891-UAWWU,Yes,Feminino,Yes,Yes,No,20,Yes,Yes,Fibra óptica,No,No,Yes,No,Yes,No,Mês a mês,No,Cheque eletrônico,90.8,1951.0,3.2516666666666665
1894-IGFSG,Yes,Feminino,No,No,No,22,Yes,No,Fibra óptica,No,No,No,No,Yes,Yes,Mês a mês,No,Cheque eletrônico,89.25,1907.85,2.890681818181818
1895-QTKDO,No,Feminino,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,No,Cartão de crédito (automático),43.95,43.95,1.465
1897-OKVMW,No,Feminino,No,Yes,Yes,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois anos,Yes,Cheque enviado,90.6,5817.45,3.029921875
1897-RCFUM,No,Feminino,No,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,Yes,Cheque enviado,24.2,914.6,0.7817094017094017
1898-JSNDC,No,Feminino,No,No,No,39,Yes,No,DSL,No,Yes,No,No,Yes,No,Um ano,Yes,Cartão de crédito (automático),58.6,2224.5,1.9012820512820512
1899-VXWXM,Yes,Masculino,No,No,No,48,Yes,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Um ano,Yes,Cartão de crédito (automático),106.1,5082.8,3.5297222222222224
1902-XBTFB,Yes,Masculino,No,No,Yes,22,Yes,No,Fibra óptica,No,Yes,Yes,No,Yes,No,Mês a mês,Yes,Cheque eletrônico,89.4,2001.5,3.0325757575757577
1904-WAJAA,No,Feminino,No,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Dois anos,No,Cheque eletrônico,64.35,1558.65,2.164791666666667
1905-OEILC,No,Feminino,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,19.5,19.5,0.65
1907-UBQFC,Yes,Masculino,Yes,No,No,10,Yes,No,Fibra óptica,No,Yes,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,72.85,688.65,2.2955
1907-YLNYW,No,Masculino,No,No,No,8,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Mês a mês,Yes,Cheque eletrônico,66.7,579.0,2.4125
1910-FMXJM,No,Feminino,No,Yes,No,36,Yes,No,Fibra óptica,No,No,No,No,No,Yes,Mês a mês,No,Cheque eletrônico,80.4,2937.65,2.7200462962962964
1915-IOFGU,Yes,Feminino,No,No,No,1,Yes,No,Fibra óptica,No,No,No,No,No,No,Mês a mês,No,Cheque eletrônico,70.5,70.5,2.35
1915-OAKWD,No,Feminino,No,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,Yes,Transferência bancária (automática),19.3,360.35,0.7507291666666667
1918-ZBFQJ,Yes,Feminino,No,No,No,13,Yes,No,Fibra óptica,No,Yes,Yes,No,No,No,Mês a mês,Yes,Cheque eletrônico,79.25,1111.65,2.8503846153846157
1919-RTPQD,No,Masculino,No,Yes,Yes,7,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,No,Cheque eletrônico,44.75,333.65,1.5888095238095237
1921-KYSAY,No,Feminino,No,No,No,41,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Um ano,Yes,Cheque eletrônico,68.6,2877.05,2.3390650406504068
1925-GMVBW,No,Feminino,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cartão de crédito (automático),20.55,96.1,0.6406666666666666
